"Country or Area";"Year";"Area";"Type of household";"Sex of reference person";"Marital status of reference person";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Georgia";"2014";"Total";"Couple without children";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"46"
"Georgia";"2014";"Total";"Couple without children";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"0";"46"
"Georgia";"2014";"Total";"Single parent with children";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"124491";"46"
"Georgia";"2014";"Total";"Single parent with children";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"9117";"46"
"Georgia";"2014";"Total";"Single parent with children";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"31890";"46"
"Georgia";"2014";"Total";"Single parent with children";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"63052";"46"
"Georgia";"2014";"Total";"Single parent with children";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"18537";"46"
"Georgia";"2014";"Total";"Single parent with children";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1895";"46"
"Georgia";"2014";"Total";"Single parent with children";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"26593";"46"
"Georgia";"2014";"Total";"Single parent with children";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"5802";"46"
"Georgia";"2014";"Total";"Single parent with children";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"9941";"46"
"Georgia";"2014";"Total";"Single parent with children";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"7629";"46"
"Georgia";"2014";"Total";"Single parent with children";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2631";"46"
"Georgia";"2014";"Total";"Single parent with children";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"590";"46"
"Georgia";"2014";"Total";"Single parent with children";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"97898";"46"
"Georgia";"2014";"Total";"Single parent with children";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"3315";"46"
"Georgia";"2014";"Total";"Single parent with children";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"21949";"46"
"Georgia";"2014";"Total";"Single parent with children";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"55423";"46"
"Georgia";"2014";"Total";"Single parent with children";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"15906";"46"
"Georgia";"2014";"Total";"Single parent with children";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1305";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"392396";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"23021";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"241141";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"112562";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"12975";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2697";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"244130";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"10056";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"212407";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"17720";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2919";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1028";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"148266";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"12965";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"28734";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"94842";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"10056";"46"
"Georgia";"2014";"Total";"Non-nuclear household";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1669";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"182187";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"4433";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"89439";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"78388";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"8630";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1297";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"90361";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1948";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"73334";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"12972";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1721";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"386";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"91826";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2485";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"16105";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"65416";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"6909";"46"
"Georgia";"2014";"Total";"A single family nucleus and other persons";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"911";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"141699";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"548";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"126664";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"12832";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1451";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"204";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"120577";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"311";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"118148";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1825";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"240";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"53";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"21122";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"237";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"8516";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"11007";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1211";"46"
"Georgia";"2014";"Total";"Two or more familiy nuclei";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"151";"46"
"Georgia";"2014";"Total";"Other";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"68510";"46"
"Georgia";"2014";"Total";"Other";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"18040";"46"
"Georgia";"2014";"Total";"Other";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"25038";"46"
"Georgia";"2014";"Total";"Other";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"21342";"46"
"Georgia";"2014";"Total";"Other";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2894";"46"
"Georgia";"2014";"Total";"Other";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1196";"46"
"Georgia";"2014";"Total";"Other";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"33192";"46"
"Georgia";"2014";"Total";"Other";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"7797";"46"
"Georgia";"2014";"Total";"Other";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"20925";"46"
"Georgia";"2014";"Total";"Other";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"2923";"46"
"Georgia";"2014";"Total";"Other";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"958";"46"
"Georgia";"2014";"Total";"Other";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"589";"46"
"Georgia";"2014";"Total";"Other";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"35318";"46"
"Georgia";"2014";"Total";"Other";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"10243";"46"
"Georgia";"2014";"Total";"Other";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"4113";"46"
"Georgia";"2014";"Total";"Other";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"18419";"46"
"Georgia";"2014";"Total";"Other";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"1936";"46"
"Georgia";"2014";"Total";"Other";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2017";"607";"46"
"Germany";"2011";"Total";"Total";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"36933038";""
"Germany";"2011";"Total";"Total";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"9343298";""
"Germany";"2011";"Total";"Total";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"18509870";""
"Germany";"2011";"Total";"Total";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"4387317";""
"Germany";"2011";"Total";"Total";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"4485120";""
"Germany";"2011";"Total";"Total";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"5724";""
"Germany";"2011";"Total";"Total";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"26540027";""
"Germany";"2011";"Total";"Total";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"5897315";""
"Germany";"2011";"Total";"Total";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"17672502";""
"Germany";"2011";"Total";"Total";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"839313";""
"Germany";"2011";"Total";"Total";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2127228";""
"Germany";"2011";"Total";"Total";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"3669";""
"Germany";"2011";"Total";"Total";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"10191302";""
"Germany";"2011";"Total";"Total";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"3445983";""
"Germany";"2011";"Total";"Total";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"837368";""
"Germany";"2011";"Total";"Total";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"3548004";""
"Germany";"2011";"Total";"Total";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2357892";""
"Germany";"2011";"Total";"Total";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2055";""
"Germany";"2011";"Total";"One-person household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"13764955";""
"Germany";"2011";"Total";"One-person household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"6357781";""
"Germany";"2011";"Total";"One-person household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1006135";""
"Germany";"2011";"Total";"One-person household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"3612855";""
"Germany";"2011";"Total";"One-person household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2682784";""
"Germany";"2011";"Total";"One-person household";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"3039";""
"Germany";"2011";"Total";"One-person household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"6168344";""
"Germany";"2011";"Total";"One-person household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"3701564";""
"Germany";"2011";"Total";"One-person household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"590839";""
"Germany";"2011";"Total";"One-person household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"621341";""
"Germany";"2011";"Total";"One-person household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1252672";""
"Germany";"2011";"Total";"One-person household";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1928";""
"Germany";"2011";"Total";"One-person household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"7494250";""
"Germany";"2011";"Total";"One-person household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2656217";""
"Germany";"2011";"Total";"One-person household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"415296";""
"Germany";"2011";"Total";"One-person household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2991514";""
"Germany";"2011";"Total";"One-person household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1430112";""
"Germany";"2011";"Total";"One-person household";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1111";""
"Germany";"2011";"Total";"Nuclear household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"21807018";""
"Germany";"2011";"Total";"Nuclear household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2390031";""
"Germany";"2011";"Total";"Nuclear household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"17040402";""
"Germany";"2011";"Total";"Nuclear household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"687223";""
"Germany";"2011";"Total";"Nuclear household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1617750";""
"Germany";"2011";"Total";"Nuclear household";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1920";""
"Germany";"2011";"Total";"Nuclear household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"19460215";""
"Germany";"2011";"Total";"Nuclear household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1831096";""
"Germany";"2011";"Total";"Nuclear household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"16652284";""
"Germany";"2011";"Total";"Nuclear household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"199290";""
"Germany";"2011";"Total";"Nuclear household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"776352";""
"Germany";"2011";"Total";"Nuclear household";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1193";""
"Germany";"2011";"Total";"Nuclear household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2277111";""
"Germany";"2011";"Total";"Nuclear household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"558935";""
"Germany";"2011";"Total";"Nuclear household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"388118";""
"Germany";"2011";"Total";"Nuclear household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"487933";""
"Germany";"2011";"Total";"Nuclear household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"841398";""
"Germany";"2011";"Total";"Nuclear household";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"727";""
"Germany";"2011";"Total";"Couple with children";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"8614110";""
"Germany";"2011";"Total";"Couple with children";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"583408";""
"Germany";"2011";"Total";"Couple with children";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"7775395";""
"Germany";"2011";"Total";"Couple with children";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"13965";""
"Germany";"2011";"Total";"Couple with children";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"224895";""
"Germany";"2011";"Total";"Couple with children";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"623";""
"Germany";"2011";"Total";"Couple with children";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"8593738";""
"Germany";"2011";"Total";"Couple with children";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"582943";""
"Germany";"2011";"Total";"Couple with children";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"7772931";""
"Germany";"2011";"Total";"Couple with children";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"13124";""
"Germany";"2011";"Total";"Couple with children";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"224121";""
"Germany";"2011";"Total";"Couple with children";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"619";""
"Germany";"2011";"Total";"Couple with children";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"4548";""
"Germany";"2011";"Total";"Couple with children";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"465";""
"Germany";"2011";"Total";"Couple with children";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2464";""
"Germany";"2011";"Total";"Couple with children";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"841";""
"Germany";"2011";"Total";"Couple with children";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"774";""
"Germany";"2011";"Total";"Couple with children";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"4";""
"Germany";"2011";"Total";"Couple without children";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"10485158";""
"Germany";"2011";"Total";"Couple without children";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1210484";""
"Germany";"2011";"Total";"Couple without children";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"8762536";""
"Germany";"2011";"Total";"Couple without children";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"86308";""
"Germany";"2011";"Total";"Couple without children";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"393172";""
"Germany";"2011";"Total";"Couple without children";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"400";""
"Germany";"2011";"Total";"Couple without children";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"10440890";""
"Germany";"2011";"Total";"Couple without children";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1209917";""
"Germany";"2011";"Total";"Couple without children";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"8753391";""
"Germany";"2011";"Total";"Couple without children";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"85018";""
"Germany";"2011";"Total";"Couple without children";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"392164";""
"Germany";"2011";"Total";"Couple without children";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"400";""
"Germany";"2011";"Total";"Couple without children";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"12010";""
"Germany";"2011";"Total";"Couple without children";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"567";""
"Germany";"2011";"Total";"Couple without children";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"9145";""
"Germany";"2011";"Total";"Couple without children";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1290";""
"Germany";"2011";"Total";"Couple without children";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1008";""
"Germany";"2011";"Total";"Couple without children";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"0";""
"Germany";"2011";"Total";"Single parent with children";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2707750";""
"Germany";"2011";"Total";"Single parent with children";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"596139";""
"Germany";"2011";"Total";"Single parent with children";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"502471";""
"Germany";"2011";"Total";"Single parent with children";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"586950";""
"Germany";"2011";"Total";"Single parent with children";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"999683";""
"Germany";"2011";"Total";"Single parent with children";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"897";""
"Germany";"2011";"Total";"Single parent with children";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"425587";""
"Germany";"2011";"Total";"Single parent with children";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"38236";""
"Germany";"2011";"Total";"Single parent with children";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"125962";""
"Germany";"2011";"Total";"Single parent with children";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"101148";""
"Germany";"2011";"Total";"Single parent with children";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"160067";""
"Germany";"2011";"Total";"Single parent with children";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"174";""
"Germany";"2011";"Total";"Single parent with children";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"2260553";""
"Germany";"2011";"Total";"Single parent with children";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"557903";""
"Germany";"2011";"Total";"Single parent with children";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"376509";""
"Germany";"2011";"Total";"Single parent with children";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"485802";""
"Germany";"2011";"Total";"Single parent with children";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"839616";""
"Germany";"2011";"Total";"Single parent with children";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"723";""
"Germany";"2011";"Total";"Non-nuclear household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"1361065";""
"Germany";"2011";"Total";"Non-nuclear household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"595486";""
"Germany";"2011";"Total";"Non-nuclear household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"463333";""
"Germany";"2011";"Total";"Non-nuclear household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"87239";""
"Germany";"2011";"Total";"Non-nuclear household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2014";"184586";""
